svcscan.fs_drivers,callbacks.ngeneric,psxview.not_in_eprocess_pool_false_avg,psxview.not_in_eprocess_pool,callbacks.nanonymous,psxview.not_in_session,psxview.not_in_pslist,psxview.not_in_pspcid_list,psxview.not_in_ethread_pool,psxview.not_in_csrss_handles,psxview.not_in_pslist_false_avg,psxview.not_in_pspcid_list_false_avg,psxview.not_in_deskthrd,psxview.not_in_ethread_pool_false_avg,psxview.not_in_session_false_avg,Class
26,8,0.0,0,0,3,1,1,2,6,0.044531824,0.044531824,8,0.065091639,0.092475842,0
26,8,0.0,0,0,12,10,10,11,15,0.189930856,0.189930856,17,0.222991687,0.227833701,0
26,8,0.0,0,0,5,3,3,3,7,0.05,0.05,10,0.05,0.083333333,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.054054054,1
26,8,0.0,0,0,4,2,2,2,6,0.046511628,0.046511628,8,0.046511628,0.093023256,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.045454545,0
26,8,0.0,0,0,10,8,8,9,13,0.156862745,0.156862745,15,0.176470588,0.196078431,0
26,8,0.0,0,0,2,0,0,1,5,0.0,0.0,7,0.022727273,0.045454545,1
26,8,0.0,0,0,15,13,13,14,18,0.240740741,0.240740741,20,0.259259259,0.277777778,0
26,8,0.0,0,0,2,0,0,2,6,0.0,0.0,8,0.047619048,0.047619048,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.048780488,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.054054054,1
26,8,0.0,0,0,7,5,5,5,9,0.11491176,0.11491176,11,0.11491176,0.157058819,0
26,8,0.0,0,0,3,1,1,1,5,0.023255814,0.023255814,7,0.023255814,0.069767442,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,5,0.0,0.083333333,1
26,8,0.0,0,0,2,0,0,1,5,0.0,0.0,7,0.023809524,0.047619048,1
26,8,0.0,0,0,4,2,2,2,6,0.045454545,0.045454545,8,0.045454545,0.090909091,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.046511628,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.048780488,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.047619048,1
26,8,0.0,0,0,2,0,0,1,5,0.0,0.0,7,0.025641026,0.051282051,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,5,0.0,0.057142857,1
26,8,0.0,0,0,4,2,2,2,6,0.046406752,0.046406752,7,0.046406752,0.089476182,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,5,0.0,0.044665729,0
26,8,0.0,0,0,3,1,1,1,5,0.026315789,0.026315789,7,0.026315789,0.078947368,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.045454545,0
26,8,0.0,0,0,2,0,0,1,5,0.0,0.0,7,0.022222222,0.044444444,1
26,8,0.0,0,0,10,8,8,8,12,0.146505763,0.146505763,16,0.146505763,0.179351195,0
26,8,0.0,0,0,3,1,1,2,6,0.022222222,0.022222222,8,0.044444444,0.066666667,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.045454545,1
26,8,0.0,0,0,5,3,3,3,7,0.071428571,0.071428571,9,0.071428571,0.119047619,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.043478261,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.047619048,0
26,8,0.0,0,0,3,1,1,1,5,0.022222222,0.022222222,7,0.022222222,0.066666667,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.046511628,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.045454545,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.057142857,1
26,8,0.0,0,0,3,1,1,1,5,0.024390244,0.024390244,7,0.024390244,0.073170732,1
26,8,0.0,0,0,5,3,3,3,7,0.068181818,0.068181818,9,0.068181818,0.113636364,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.047619048,0
26,8,0.0,0,0,4,2,2,4,8,0.062874034,0.062874034,10,0.119669547,0.119669547,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.048780488,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.054054054,1
26,8,0.0,0,0,3,1,1,4,8,0.022727273,0.022727273,11,0.090909091,0.068181818,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.014365394,0.030352163,0
26,8,0.0,0,0,3,1,1,1,5,0.022222222,0.022222222,7,0.022222222,0.066666667,1
26,8,0.0,0,0,8,6,6,7,11,0.113508556,0.113508556,13,0.127272727,0.149872192,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.05,1
26,8,0.0,0,0,4,2,2,2,6,0.045454545,0.045454545,8,0.045454545,0.090909091,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.047619048,0
26,8,0.0,0,0,16,14,14,15,19,0.254545455,0.254545455,21,0.272727273,0.290909091,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.05,0
26,8,0.0,0,0,5,3,3,3,7,0.071428571,0.071428571,9,0.071428571,0.119047619,1
26,8,0.0,0,0,8,6,6,6,10,0.139534884,0.139534884,12,0.139534884,0.186046512,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.057142857,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.044444444,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.045454545,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,5,0.0,0.074074074,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.051282051,0
26,8,0.0,0,0,3,1,1,1,5,0.046045266,0.046045266,7,0.046045266,0.092556894,0
26,8,0.0,0,0,11,9,9,10,14,0.173076923,0.173076923,16,0.192307692,0.211538462,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.051282051,0
26,8,0.0,0,0,6,4,4,4,8,0.090177485,0.090177485,10,0.090177485,0.126541121,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.045454545,1
26,8,0.0,0,0,4,2,2,2,6,0.048780488,0.048780488,8,0.048780488,0.097560976,1
26,8,0.0,0,0,9,7,7,7,11,0.154476591,0.154476591,13,0.161039192,0.196096502,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.052631579,1
26,8,0.0,0,0,12,10,10,12,16,0.156505719,0.156505719,18,0.183113858,0.187178238,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,5,0.0,0.065273908,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.054054054,1
26,8,0.0,0,0,6,4,4,5,9,0.095024787,0.095024787,11,0.115135347,0.135245907,0
26,8,0.0,0,0,13,11,11,12,16,0.211538462,0.211538462,18,0.230769231,0.25,1
26,8,0.0,0,0,5,3,3,3,7,0.071428571,0.071428571,9,0.071428571,0.119047619,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.057142857,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,5,0.0,0.048780488,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.051282051,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.05,1
26,8,0.0,0,0,5,3,3,3,7,0.071428571,0.071428571,9,0.071428571,0.119047619,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,5,0.0,0.060606061,1
26,8,0.0,0,0,5,3,3,3,7,0.068181818,0.068181818,9,0.068181818,0.113636364,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.046511628,0
26,8,0.0,0,0,15,13,13,14,18,0.240740741,0.240740741,20,0.259259259,0.277777778,0
26,8,0.0,0,0,2,0,0,0,4,0.023413487,0.023413487,6,0.023413487,0.072242813,0
26,8,0.0,0,0,2,0,0,0,4,0.001474681,0.001474681,6,0.001474681,0.050183233,0
26,8,0.0,0,0,5,3,3,3,7,0.071428571,0.071428571,9,0.071428571,0.119047619,1
26,8,0.0,0,0,3,1,1,1,5,0.024390244,0.024390244,6,0.024390244,0.073170732,0
26,8,0.0,0,0,8,6,6,7,11,0.141431963,0.141431963,13,0.162398671,0.183365379,0
26,8,0.0,0,0,5,3,3,3,7,0.081217665,0.081217665,9,0.081217665,0.127156782,0
26,8,0.0,0,0,6,4,4,4,8,0.093023256,0.093023256,10,0.093023256,0.139534884,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.048780488,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.045454545,0
26,8,0.0,0,0,3,1,1,1,5,0.024390244,0.024390244,6,0.024390244,0.073170732,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,5,0.0,0.060606061,1
26,8,0.0,0,0,5,3,3,3,7,0.068181818,0.068181818,9,0.068181818,0.113636364,1
26,8,0.0,0,0,9,7,7,8,12,0.134615385,0.134615385,14,0.153846154,0.173076923,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.048780488,0
26,8,0.0,0,0,2,0,0,0,4,0.010413747,0.010413747,6,0.010413747,0.054703913,0
26,8,0.0,0,0,6,4,4,4,8,0.086956522,0.086956522,10,0.086956522,0.130434783,0
26,8,0.0,0,0,4,2,2,2,6,0.044688503,0.044688503,8,0.044688503,0.089377007,0
26,8,0.0,0,0,2,0,0,1,5,0.0,0.0,7,0.024390244,0.048780488,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.045454545,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,5,0.0,0.046271546,0
26,8,0.0,0,0,4,2,2,2,6,0.045454545,0.045454545,8,0.045454545,0.090909091,0
26,8,0.0,0,0,3,1,1,1,5,0.043478261,0.043478261,5,0.043478261,0.130434783,1
26,8,0.0,0,0,16,14,14,15,19,0.254545455,0.254545455,21,0.272727273,0.290909091,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,5,0.0,0.044444444,0
26,8,0.0,0,0,2,0,0,0,4,0.007007025,0.007007025,6,0.007007025,0.050180633,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.048780488,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.048780488,1
26,8,0.0,0,0,3,1,1,1,5,0.02173913,0.02173913,10,0.02173913,0.065217391,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.048780488,0
26,8,0.0,0,0,4,2,2,2,6,0.047619048,0.047619048,8,0.047619048,0.095238095,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.005183198,0.048527649,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.05,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.047619048,0
26,8,0.0,0,0,7,5,5,5,9,0.111111111,0.111111111,11,0.111111111,0.155555556,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.047619048,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,5,0.0,0.048780488,0
26,8,0.0,0,0,11,9,9,10,14,0.179308525,0.179308525,16,0.199231694,0.219154864,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.054054054,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,5,0.0,0.05,0
26,8,0.0,0,0,4,2,2,2,6,0.058823529,0.058823529,7,0.058823529,0.117647059,1
26,8,0.0,0,1,5,3,3,4,8,0.0625,0.0625,10,0.083333333,0.104166667,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,5,0.0,0.0625,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.048780488,1
26,8,0.0,0,0,7,5,5,5,9,0.11627907,0.11627907,11,0.11627907,0.162790698,1
26,8,0.0,0,0,3,1,1,1,5,0.024390244,0.024390244,7,0.024390244,0.073170732,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.016701734,0.045521613,0
26,8,0.0,0,0,5,3,3,3,7,0.071428571,0.071428571,9,0.071428571,0.119047619,1
26,8,0.002098412,0,0,6,4,4,4,8,0.088872464,0.088872464,10,0.086774051,0.132259489,0
26,8,0.0,0,0,5,3,3,3,7,0.069767442,0.069767442,10,0.069767442,0.11627907,1
26,8,0.0,0,0,3,1,1,1,5,0.022222222,0.022222222,7,0.022222222,0.066666667,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.054054054,1
26,8,0.0,0,0,4,2,2,2,6,0.045454545,0.045454545,8,0.045454545,0.090909091,0
26,8,0.0,0,0,6,4,4,4,8,0.088888889,0.088888889,10,0.088888889,0.133333333,1
26,8,0.0,0,0,6,4,4,4,8,0.088888889,0.088888889,10,0.088888889,0.133333333,1
26,8,0.0,0,0,4,2,2,2,6,0.043478261,0.043478261,8,0.043478261,0.086956522,1
26,8,0.0,0,0,2,0,0,0,4,0.010548065,0.010548065,5,0.010548065,0.059493258,0
26,8,0.0,0,0,3,1,1,1,5,0.023809524,0.023809524,6,0.023809524,0.071428571,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.048780488,0
26,8,0.0,0,0,2,0,0,4,8,0.004044782,0.004044782,11,0.067672555,0.03298069,0
26,8,0.0,0,0,7,5,5,5,9,0.096153846,0.096153846,11,0.103290056,0.134615385,0
26,8,0.0,0,0,10,8,8,9,13,0.156862745,0.156862745,15,0.176470588,0.196078431,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.047619048,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.05,0
26,8,0.0,0,0,4,2,2,2,6,0.047619048,0.047619048,8,0.047619048,0.095238095,0
26,8,0.0,0,0,3,1,1,1,5,0.031996765,0.031996765,7,0.031996765,0.07817589,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.047619048,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,5,0.0,0.048780488,0
26,8,0.0,0,0,4,2,2,2,6,0.047619048,0.047619048,8,0.047619048,0.095238095,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,7,0.016606561,0.04488324,0
26,8,0.0,0,0,2,0,0,2,6,0.0,0.0,8,0.044444444,0.044444444,1
26,8,0.0,0,0,2,0,0,1,5,0.0,0.0,7,0.021276596,0.042553191,1
26,8,0.0,0,0,3,1,1,1,5,0.023255814,0.023255814,7,0.023255814,0.069767442,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.05,1
26,8,0.0,0,0,8,6,6,6,10,0.106169013,0.106169013,12,0.106169013,0.141176212,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.048780488,0
26,8,0.0,0,0,2,0,0,1,5,0.0,0.0,7,0.024390244,0.048780488,0
26,8,0.0,0,0,9,7,7,7,11,0.155555556,0.155555556,13,0.155555556,0.2,1
26,8,0.0,0,0,3,1,1,1,5,0.023255814,0.023255814,7,0.023255814,0.069767442,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.05,0
26,8,0.0,0,0,4,2,2,2,6,0.053850434,0.053850434,8,0.053850434,0.100004072,0
26,8,0.0,0,0,2,0,0,1,5,0.0,0.0,7,0.022727273,0.045454545,1
26,8,0.0,0,0,3,1,1,1,5,0.023809524,0.023809524,7,0.023809524,0.071428571,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,5,0.0,0.048780488,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.046511628,0
26,8,0.0,0,0,7,5,5,5,9,0.111111111,0.111111111,11,0.111111111,0.155555556,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.047619048,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.054054054,1
26,8,0.0,0,0,3,1,1,1,5,0.025,0.025,7,0.025,0.075,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.051282051,0
26,8,0.0,0,0,12,10,10,11,15,0.185624157,0.185624157,17,0.204186573,0.222748988,0
26,8,0.0,0,0,2,0,0,1,5,0.0,0.0,7,0.023809524,0.047619048,0
26,8,0.0,0,0,13,11,11,12,16,0.211538462,0.211538462,18,0.230769231,0.25,0
26,8,0.0,0,0,4,2,2,3,7,0.052227431,0.052227431,9,0.073767716,0.095308002,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,5,0.0,0.0625,1
26,8,0.0,0,0,15,13,13,14,18,0.240740741,0.240740741,20,0.259259259,0.277777778,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.051282051,0
26,8,0.0,0,0,9,7,7,9,13,0.154333772,0.154333772,15,0.181598103,0.194255815,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,5,0.0,0.090909091,1
26,8,0.0,0,0,6,4,4,4,8,0.090909091,0.090909091,10,0.090909091,0.136363636,1
26,8,0.0,0,0,5,3,3,3,7,0.069767442,0.069767442,9,0.069767442,0.11627907,1
26,8,0.0,0,0,2,0,0,1,5,0.0,0.0,7,0.023809524,0.047619048,1
26,8,0.0,0,0,2,0,0,1,5,0.0,0.0,7,0.025,0.05,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.045454545,0
26,8,0.0,0,0,4,2,2,2,6,0.046511628,0.046511628,8,0.046511628,0.093023256,1
26,8,0.0,0,0,6,4,4,5,9,0.090909091,0.090909091,11,0.113636364,0.136363636,1
26,8,0.0,0,0,4,2,2,2,6,0.054054054,0.054054054,8,0.054054054,0.108108108,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.015877017,0.044732862,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.046511628,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.044444444,1
26,8,0.0,0,0,3,1,1,1,5,0.024390244,0.024390244,7,0.024390244,0.073170732,1
26,8,0.0,0,0,10,8,8,9,13,0.166666667,0.166666667,15,0.1875,0.208333333,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.043478261,1
26,8,0.0,0,0,2,0,0,0,4,0.00857085,0.00857085,6,0.00857085,0.048313725,0
26,8,0.0,0,0,6,4,4,4,8,0.072727273,0.072727273,10,0.072727273,0.109090909,0
26,8,0.0,0,0,7,5,5,5,9,0.108695652,0.108695652,11,0.108695652,0.152173913,1
26,8,0.0,0,0,4,2,2,3,7,0.043478261,0.043478261,9,0.065217391,0.086956522,1
26,8,0.0,0,0,4,2,2,2,6,0.046511628,0.046511628,7,0.046511628,0.093023256,0
26,8,0.0,0,0,4,2,2,2,6,0.044444444,0.044444444,8,0.044444444,0.088888889,1
26,8,0.0,0,0,3,1,1,1,5,0.0309766,0.0309766,6,0.0309766,0.079594462,0
26,8,0.0,0,0,7,5,5,5,9,0.11627907,0.11627907,11,0.11627907,0.162790698,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.05,0
26,8,0.0,0,0,2,0,0,2,6,0.0,0.0,8,0.047619048,0.047619048,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.05,1
26,8,0.0,0,0,6,4,4,4,8,0.088888889,0.088888889,10,0.088888889,0.133333333,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.05,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.045454545,1
26,8,0.0,0,0,5,3,3,3,7,0.068181818,0.068181818,9,0.068181818,0.113636364,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.05,0
26,8,0.0,0,0,3,1,1,1,5,0.023255814,0.023255814,7,0.023255814,0.069767442,1
26,8,0.0,0,0,6,4,4,4,8,0.076227443,0.076227443,10,0.076227443,0.109819173,0
26,8,0.0,0,0,5,3,3,3,7,0.071428571,0.071428571,9,0.071428571,0.119047619,1
26,8,0.0,0,0,9,7,7,8,12,0.143016536,0.143016536,14,0.163415591,0.183814646,0
26,8,0.0,0,0,3,1,1,1,5,0.023255814,0.023255814,7,0.023255814,0.069767442,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.046511628,0
26,8,0.0,0,0,8,6,6,6,10,0.136363636,0.136363636,12,0.136363636,0.181818182,1
26,8,0.0,0,0,3,1,1,1,5,0.025,0.025,7,0.025,0.075,1
26,8,0.0,0,0,3,1,1,1,5,0.024390244,0.024390244,6,0.024390244,0.073170732,0
26,8,0.0,0,0,2,0,0,1,5,0.008536079,0.008536079,7,0.017072157,0.037918811,0
26,8,0.0,0,0,7,5,5,5,9,0.11627907,0.11627907,11,0.11627907,0.162790698,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.048780488,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.048780488,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.047619048,1
26,8,0.0,0,0,3,1,1,2,6,0.022727273,0.022727273,8,0.045454545,0.068181818,1
26,8,0.0,0,0,7,5,5,5,9,0.113636364,0.113636364,11,0.113636364,0.159090909,1
26,8,0.0,0,0,3,1,1,1,5,0.026315789,0.026315789,7,0.026315789,0.078947368,1
26,8,0.0,0,0,8,6,6,6,10,0.130434783,0.130434783,12,0.130434783,0.173913043,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.047619048,0
26,8,0.0,0,0,14,12,12,13,17,0.235714152,0.235714152,19,0.253911435,0.272108717,0
26,8,0.0,0,0,6,4,4,4,8,0.090909091,0.090909091,9,0.090909091,0.136363636,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.057142857,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.048780488,0
26,8,0.0,0,0,3,1,1,1,5,0.023255814,0.023255814,7,0.023255814,0.069767442,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.047619048,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.05,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.045454545,0
26,8,0.0,0,0,7,5,5,5,9,0.106382979,0.106382979,11,0.106382979,0.14893617,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.043478261,1
26,8,0.0,0,0,6,4,4,4,8,0.086956522,0.086956522,10,0.086956522,0.130434783,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.048780488,0
26,8,0.0,0,0,6,4,4,5,9,0.081632653,0.081632653,11,0.102040816,0.12244898,1
26,8,0.0,0,0,4,2,2,2,6,0.057215453,0.057215453,9,0.057215453,0.096761002,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,5,0.0,0.048780488,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.045454545,1
26,8,0.0,0,0,4,2,2,2,6,0.047619048,0.047619048,8,0.047619048,0.095238095,0
26,8,0.0,0,0,4,2,2,2,6,0.044444444,0.044444444,11,0.044444444,0.088888889,1
26,8,0.0,0,0,3,1,1,2,6,0.025641026,0.025641026,7,0.051282051,0.076923077,1
26,8,0.0,0,0,4,2,2,2,6,0.046511628,0.046511628,8,0.046511628,0.093023256,1
26,8,0.0,0,0,4,2,2,3,7,0.046511628,0.046511628,9,0.069767442,0.093023256,1
26,8,0.0,0,0,3,1,1,1,5,0.026315789,0.026315789,7,0.026315789,0.078947368,1
26,8,0.0,0,0,3,1,1,1,5,0.030759938,0.030759938,7,0.030759938,0.077289699,0
26,8,0.0,0,0,4,2,2,3,7,0.043951367,0.043951367,9,0.065679745,0.087408123,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.047619048,0
26,8,0.0,0,0,3,1,1,1,5,0.037223214,0.037223214,7,0.037223214,0.075661389,0
26,8,0.0,0,0,4,2,2,2,6,0.050238975,0.050238975,8,0.050238975,0.087974824,0
26,8,0.0,0,0,2,0,0,1,5,0.014595514,0.014595514,7,0.023255814,0.061107142,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.047619048,0
26,8,0.0,0,0,12,10,10,11,15,0.207294406,0.207294406,17,0.227112046,0.246929685,0
26,8,0.0,0,0,5,3,3,3,7,0.083985488,0.083985488,8,0.083985488,0.126730833,0
26,8,0.0,0,0,3,1,1,2,6,0.022727273,0.022727273,8,0.045454545,0.068181818,1
26,8,0.0,0,0,2,0,0,1,5,0.0,0.0,7,0.024390244,0.048780488,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.047619048,0
26,8,0.0,0,0,12,10,10,11,15,0.208842666,0.208842666,17,0.228139186,0.247435707,0
26,8,0.0,0,0,3,1,1,1,5,0.022222222,0.022222222,7,0.022222222,0.066666667,0
26,8,0.0,0,0,2,0,0,1,5,0.0,0.0,7,0.022727273,0.045454545,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.045454545,1
26,8,0.0,0,0,4,2,2,2,6,0.057325798,0.057325798,8,0.057325798,0.104459508,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.045454545,1
26,8,0.0,0,0,3,1,1,1,5,0.024390244,0.024390244,7,0.024390244,0.073170732,1
26,8,0.0,0,0,2,0,0,1,5,0.0,0.0,7,0.024390244,0.048780488,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.047619048,1
26,8,0.0,0,0,3,1,1,1,5,0.024390244,0.024390244,7,0.024390244,0.073170732,0
26,8,0.0,0,0,3,1,1,2,6,0.022727273,0.022727273,8,0.045454545,0.068181818,1
26,8,0.0,0,0,5,3,3,3,7,0.071428571,0.071428571,9,0.071428571,0.119047619,1
26,8,0.0,0,0,5,3,3,3,7,0.068181818,0.068181818,9,0.068181818,0.113636364,1
26,8,0.02,1,0,5,3,3,3,8,0.06,0.06,10,0.06,0.1,1
26,8,0.0,0,0,7,5,5,5,9,0.094339623,0.094339623,12,0.094339623,0.132075472,1
26,8,0.0,0,0,2,0,0,3,7,0.009917994,0.009917994,9,0.080991097,0.055372539,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,5,0.0,0.057142857,1
26,8,0.0,0,0,5,3,3,3,7,0.068181818,0.068181818,9,0.068181818,0.113636364,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,7,0.0,0.048780488,1
26,8,0.0,0,0,3,1,1,1,5,0.024390244,0.024390244,6,0.024390244,0.073170732,0
26,8,0.0,0,0,12,10,10,11,15,0.210810788,0.210810788,17,0.22977053,0.250232688,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.047619048,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.052631579,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.045454545,0
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,5,0.0,0.057142857,1
26,8,0.0,0,0,3,1,1,1,5,0.022727273,0.022727273,7,0.022727273,0.068181818,0
26,8,0.0,0,0,3,1,1,1,5,0.023255814,0.023255814,7,0.023255814,0.069767442,1
26,8,0.0,0,0,2,0,0,0,4,0.0,0.0,6,0.0,0.060606061,1
